cycle,pc,target,jump_double_b_predictor,jump_streak,is_taken
129,2147483788,2147483792,0,-1,0
174,2147483848,2147483852,0,-2,0
182,2147483872,2147483876,0,-3,0
268,2147494836,2147494840,0,-4,0
269,2147494836,2147494840,0,-5,0
306,2147494552,2147494556,0,-6,0
341,2147494592,2147494596,0,-7,0
345,2147494588,2147494592,0,-8,0
346,2147494592,2147494588,1,0,1
414,2147494860,2147494864,0,-1,0
455,2147494656,2147494660,0,-2,0
456,2147494660,2147494664,0,-3,0
458,2147494668,2147494672,0,-4,0
459,2147494668,2147494672,0,-5,0
469,2147494656,2147494660,0,-6,0
470,2147494660,2147494664,0,-7,0
472,2147494668,2147494628,1,0,1
473,2147494668,2147494628,2,1,1
483,2147494656,2147494660,1,0,0
484,2147494660,2147494664,0,-1,0
486,2147494668,2147494628,1,0,1
487,2147494668,2147494628,2,1,1
497,2147494656,2147494660,1,0,0
498,2147494660,2147494664,0,-1,0
500,2147494668,2147494628,1,0,1
501,2147494668,2147494628,2,1,1
511,2147494656,2147494660,1,0,0
512,2147494660,2147494664,0,-1,0
514,2147494668,2147494628,1,0,1
515,2147494668,2147494628,2,1,1
525,2147494656,2147494660,1,0,0
526,2147494660,2147494664,0,-1,0
528,2147494668,2147494628,1,0,1
529,2147494668,2147494628,2,1,1
539,2147494656,2147494660,1,0,0
540,2147494660,2147494664,0,-1,0
542,2147494668,2147494628,1,0,1
543,2147494668,2147494628,2,1,1
553,2147494656,2147494660,1,0,0
554,2147494660,2147494664,0,-1,0
556,2147494668,2147494628,1,0,1
557,2147494668,2147494628,2,1,1
567,2147494656,2147494660,1,0,0
568,2147494660,2147494664,0,-1,0
570,2147494668,2147494628,1,0,1
571,2147494668,2147494628,2,1,1
581,2147494656,2147494660,1,0,0
582,2147494660,2147494664,0,-1,0
584,2147494668,2147494628,1,0,1
585,2147494668,2147494628,2,1,1
595,2147494656,2147494660,1,0,0
596,2147494660,2147494664,0,-1,0
598,2147494668,2147494628,1,0,1
599,2147494668,2147494628,2,1,1
609,2147494656,2147494660,1,0,0
610,2147494660,2147494664,0,-1,0
612,2147494668,2147494628,1,0,1
613,2147494668,2147494628,2,1,1
623,2147494656,2147494660,1,0,0
624,2147494660,2147494664,0,-1,0
626,2147494668,2147494628,1,0,1
627,2147494668,2147494628,2,1,1
637,2147494656,2147494660,1,0,0
638,2147494660,2147494664,0,-1,0
640,2147494668,2147494628,1,0,1
641,2147494668,2147494628,2,1,1
651,2147494656,2147494660,1,0,0
652,2147494660,2147494664,0,-1,0
654,2147494668,2147494628,1,0,1
655,2147494668,2147494628,2,1,1
665,2147494656,2147494660,1,0,0
666,2147494660,2147494664,0,-1,0
668,2147494668,2147494628,1,0,1
669,2147494668,2147494628,2,1,1
679,2147494656,2147494660,1,0,0
680,2147494660,2147494664,0,-1,0
682,2147494668,2147494628,1,0,1
683,2147494668,2147494628,2,1,1
693,2147494656,2147494660,1,0,0
694,2147494660,2147494664,0,-1,0
696,2147494668,2147494628,1,0,1
697,2147494668,2147494628,2,1,1
707,2147494656,2147494660,1,0,0
708,2147494660,2147494664,0,-1,0
710,2147494668,2147494628,1,0,1
711,2147494668,2147494628,2,1,1
721,2147494656,2147494660,1,0,0
722,2147494660,2147494664,0,-1,0
724,2147494668,2147494628,1,0,1
725,2147494668,2147494628,2,1,1
735,2147494656,2147494660,1,0,0
736,2147494660,2147494664,0,-1,0
738,2147494668,2147494628,1,0,1
739,2147494668,2147494628,2,1,1
749,2147494656,2147494660,1,0,0
750,2147494660,2147494664,0,-1,0
752,2147494668,2147494628,1,0,1
753,2147494668,2147494628,2,1,1
763,2147494656,2147494660,1,0,0
764,2147494660,2147494664,0,-1,0
766,2147494668,2147494628,1,0,1
767,2147494668,2147494628,2,1,1
777,2147494656,2147494660,1,0,0
778,2147494660,2147494664,0,-1,0
780,2147494668,2147494628,1,0,1
781,2147494668,2147494628,2,1,1
791,2147494656,2147494660,1,0,0
792,2147494660,2147494664,0,-1,0
794,2147494668,2147494628,1,0,1
795,2147494668,2147494628,2,1,1
805,2147494656,2147494660,1,0,0
806,2147494660,2147494664,0,-1,0
808,2147494668,2147494628,1,0,1
809,2147494668,2147494628,2,1,1
819,2147494656,2147494660,1,0,0
820,2147494660,2147494664,0,-1,0
822,2147494668,2147494628,1,0,1
823,2147494668,2147494628,2,1,1
833,2147494656,2147494660,1,0,0
834,2147494660,2147494664,0,-1,0
836,2147494668,2147494628,1,0,1
837,2147494668,2147494628,2,1,1
847,2147494656,2147494660,1,0,0
848,2147494660,2147494664,0,-1,0
850,2147494668,2147494628,1,0,1
851,2147494668,2147494628,2,1,1
861,2147494656,2147494660,1,0,0
862,2147494660,2147494664,0,-1,0
864,2147494668,2147494628,1,0,1
865,2147494668,2147494628,2,1,1
875,2147494656,2147494660,1,0,0
876,2147494660,2147494664,0,-1,0
878,2147494668,2147494628,1,0,1
879,2147494668,2147494628,2,1,1
889,2147494656,2147494660,1,0,0
890,2147494660,2147494664,0,-1,0
892,2147494668,2147494628,1,0,1
893,2147494668,2147494628,2,1,1
903,2147494656,2147494660,1,0,0
904,2147494660,2147494664,0,-1,0
906,2147494668,2147494628,1,0,1
907,2147494668,2147494628,2,1,1
917,2147494656,2147494660,1,0,0
918,2147494660,2147494664,0,-1,0
920,2147494668,2147494628,1,0,1
921,2147494668,2147494628,2,1,1
931,2147494656,2147494660,1,0,0
932,2147494660,2147494664,0,-1,0
934,2147494668,2147494628,1,0,1
935,2147494668,2147494628,2,1,1
945,2147494656,2147494660,1,0,0
946,2147494660,2147494664,0,-1,0
948,2147494668,2147494628,1,0,1
949,2147494668,2147494628,2,1,1
959,2147494656,2147494660,1,0,0
960,2147494660,2147494664,0,-1,0
962,2147494668,2147494628,1,0,1
963,2147494668,2147494628,2,1,1
973,2147494656,2147494660,1,0,0
974,2147494660,2147494664,0,-1,0
976,2147494668,2147494628,1,0,1
977,2147494668,2147494628,2,1,1
987,2147494656,2147494660,1,0,0
988,2147494660,2147494664,0,-1,0
990,2147494668,2147494628,1,0,1
991,2147494668,2147494628,2,1,1
1001,2147494656,2147494660,1,0,0
1002,2147494660,2147494664,0,-1,0
1004,2147494668,2147494628,1,0,1
1005,2147494668,2147494628,2,1,1
1015,2147494656,2147494660,1,0,0
1016,2147494660,2147494664,0,-1,0
1018,2147494668,2147494628,1,0,1
1019,2147494668,2147494628,2,1,1
1029,2147494656,2147494660,1,0,0
1030,2147494660,2147494664,0,-1,0
1032,2147494668,2147494628,1,0,1
1033,2147494668,2147494628,2,1,1
1043,2147494656,2147494660,1,0,0
1044,2147494660,2147494664,0,-1,0
1046,2147494668,2147494628,1,0,1
1047,2147494668,2147494628,2,1,1
1057,2147494656,2147494660,1,0,0
1058,2147494660,2147494664,0,-1,0
1060,2147494668,2147494628,1,0,1
1061,2147494668,2147494628,2,1,1
1071,2147494656,2147494660,1,0,0
1072,2147494660,2147494664,0,-1,0
1074,2147494668,2147494628,1,0,1
1075,2147494668,2147494628,2,1,1
1085,2147494656,2147494660,1,0,0
1086,2147494660,2147494664,0,-1,0
1088,2147494668,2147494628,1,0,1
1089,2147494668,2147494628,2,1,1
1099,2147494656,2147494660,1,0,0
1100,2147494660,2147494664,0,-1,0
1102,2147494668,2147494628,1,0,1
1103,2147494668,2147494628,2,1,1
1113,2147494656,2147494660,1,0,0
1114,2147494660,2147494664,0,-1,0
1116,2147494668,2147494628,1,0,1
1117,2147494668,2147494628,2,1,1
1127,2147494656,2147494660,1,0,0
1128,2147494660,2147494664,0,-1,0
1130,2147494668,2147494628,1,0,1
1131,2147494668,2147494628,2,1,1
1141,2147494656,2147494660,1,0,0
1142,2147494660,2147494664,0,-1,0
1144,2147494668,2147494628,1,0,1
1145,2147494668,2147494628,2,1,1
1155,2147494656,2147494660,1,0,0
1156,2147494660,2147494664,0,-1,0
1158,2147494668,2147494628,1,0,1
1159,2147494668,2147494628,2,1,1
1169,2147494656,2147494660,1,0,0
1170,2147494660,2147494664,0,-1,0
1172,2147494668,2147494628,1,0,1
1173,2147494668,2147494628,2,1,1
1183,2147494656,2147494660,1,0,0
1184,2147494660,2147494664,0,-1,0
1186,2147494668,2147494628,1,0,1
1187,2147494668,2147494628,2,1,1
1197,2147494656,2147494660,1,0,0
1198,2147494660,2147494664,0,-1,0
1200,2147494668,2147494628,1,0,1
1201,2147494668,2147494628,2,1,1
1211,2147494656,2147494660,1,0,0
1212,2147494660,2147494664,0,-1,0
1214,2147494668,2147494628,1,0,1
1215,2147494668,2147494628,2,1,1
1225,2147494656,2147494660,1,0,0
1226,2147494660,2147494664,0,-1,0
1228,2147494668,2147494628,1,0,1
1229,2147494668,2147494628,2,1,1
1239,2147494656,2147494660,1,0,0
1240,2147494660,2147494664,0,-1,0
1242,2147494668,2147494628,1,0,1
1243,2147494668,2147494628,2,1,1
1253,2147494656,2147494660,1,0,0
1254,2147494660,2147494664,0,-1,0
1256,2147494668,2147494628,1,0,1
1257,2147494668,2147494628,2,1,1
1267,2147494656,2147494660,1,0,0
1268,2147494660,2147494664,0,-1,0
1270,2147494668,2147494628,1,0,1
1271,2147494668,2147494628,2,1,1
1281,2147494656,2147494660,1,0,0
1282,2147494660,2147494664,0,-1,0
1284,2147494668,2147494628,1,0,1
1285,2147494668,2147494628,2,1,1
1295,2147494656,2147494660,1,0,0
1296,2147494660,2147494664,0,-1,0
1298,2147494668,2147494628,1,0,1
1299,2147494668,2147494628,2,1,1
1309,2147494656,2147494660,1,0,0
1310,2147494660,2147494664,0,-1,0
1312,2147494668,2147494628,1,0,1
1313,2147494668,2147494628,2,1,1
1323,2147494656,2147494660,1,0,0
1324,2147494660,2147494664,0,-1,0
1326,2147494668,2147494628,1,0,1
1327,2147494668,2147494628,2,1,1
1337,2147494656,2147494660,1,0,0
1338,2147494660,2147494664,0,-1,0
1340,2147494668,2147494628,1,0,1
1341,2147494668,2147494628,2,1,1
1351,2147494656,2147494660,1,0,0
1352,2147494660,2147494664,0,-1,0
1354,2147494668,2147494628,1,0,1
1355,2147494668,2147494628,2,1,1
1365,2147494656,2147494660,1,0,0
1366,2147494660,2147494664,0,-1,0
1368,2147494668,2147494628,1,0,1
1369,2147494668,2147494628,2,1,1
1379,2147494656,2147494660,1,0,0
1380,2147494660,2147494664,0,-1,0
1382,2147494668,2147494628,1,0,1
1383,2147494668,2147494628,2,1,1
1393,2147494656,2147494660,1,0,0
1394,2147494660,2147494664,0,-1,0
1396,2147494668,2147494628,1,0,1
1397,2147494668,2147494628,2,1,1
1407,2147494656,2147494660,1,0,0
1408,2147494660,2147494664,0,-1,0
1410,2147494668,2147494628,1,0,1
1411,2147494668,2147494628,2,1,1
1421,2147494656,2147494660,1,0,0
1422,2147494660,2147494664,0,-1,0
1424,2147494668,2147494628,1,0,1
1425,2147494668,2147494628,2,1,1
1435,2147494656,2147494660,1,0,0
1436,2147494660,2147494664,0,-1,0
1438,2147494668,2147494628,1,0,1
1439,2147494668,2147494628,2,1,1
1449,2147494656,2147494660,1,0,0
1450,2147494660,2147494664,0,-1,0
1452,2147494668,2147494628,1,0,1
1453,2147494668,2147494628,2,1,1
1463,2147494656,2147494660,1,0,0
1464,2147494660,2147494664,0,-1,0
1466,2147494668,2147494628,1,0,1
1467,2147494668,2147494628,2,1,1
1477,2147494656,2147494660,1,0,0
1478,2147494660,2147494664,0,-1,0
1480,2147494668,2147494628,1,0,1
1481,2147494668,2147494628,2,1,1
1491,2147494656,2147494660,1,0,0
1492,2147494660,2147494664,0,-1,0
1494,2147494668,2147494628,1,0,1
1495,2147494668,2147494628,2,1,1
1505,2147494656,2147494660,1,0,0
1506,2147494660,2147494664,0,-1,0
1508,2147494668,2147494628,1,0,1
1509,2147494668,2147494628,2,1,1
1519,2147494656,2147494660,1,0,0
1520,2147494660,2147494664,0,-1,0
1522,2147494668,2147494628,1,0,1
1523,2147494668,2147494628,2,1,1
1533,2147494656,2147494660,1,0,0
1534,2147494660,2147494664,0,-1,0
1536,2147494668,2147494628,1,0,1
1537,2147494668,2147494628,2,1,1
1547,2147494656,2147494660,1,0,0
1548,2147494660,2147494664,0,-1,0
1550,2147494668,2147494628,1,0,1
1551,2147494668,2147494628,2,1,1
1561,2147494656,2147494660,1,0,0
1562,2147494660,2147494664,0,-1,0
1564,2147494668,2147494628,1,0,1
1565,2147494668,2147494628,2,1,1
1575,2147494656,2147494660,1,0,0
1576,2147494660,2147494664,0,-1,0
1578,2147494668,2147494628,1,0,1
1579,2147494668,2147494628,2,1,1
1589,2147494656,2147494660,1,0,0
1590,2147494660,2147494664,0,-1,0
1592,2147494668,2147494628,1,0,1
1593,2147494668,2147494628,2,1,1
1603,2147494656,2147494660,1,0,0
1604,2147494660,2147494664,0,-1,0
1606,2147494668,2147494628,1,0,1
1607,2147494668,2147494628,2,1,1
1617,2147494656,2147494660,1,0,0
1618,2147494660,2147494664,0,-1,0
1620,2147494668,2147494628,1,0,1
1621,2147494668,2147494628,2,1,1
1631,2147494656,2147494660,1,0,0
1632,2147494660,2147494664,0,-1,0
1634,2147494668,2147494628,1,0,1
1635,2147494668,2147494628,2,1,1
1645,2147494656,2147494660,1,0,0
1646,2147494660,2147494664,0,-1,0
1648,2147494668,2147494628,1,0,1
1649,2147494668,2147494628,2,1,1
1659,2147494656,2147494660,1,0,0
1660,2147494660,2147494664,0,-1,0
1662,2147494668,2147494628,1,0,1
1663,2147494668,2147494628,2,1,1
1673,2147494656,2147494660,1,0,0
1674,2147494660,2147494664,0,-1,0
1676,2147494668,2147494628,1,0,1
1677,2147494668,2147494628,2,1,1
1687,2147494656,2147494660,1,0,0
1688,2147494660,2147494664,0,-1,0
1690,2147494668,2147494628,1,0,1
1691,2147494668,2147494628,2,1,1
1701,2147494656,2147494660,1,0,0
1702,2147494660,2147494664,0,-1,0
1704,2147494668,2147494628,1,0,1
1705,2147494668,2147494628,2,1,1
1715,2147494656,2147494660,1,0,0
1716,2147494660,2147494664,0,-1,0
1718,2147494668,2147494628,1,0,1
1719,2147494668,2147494628,2,1,1
1729,2147494656,2147494660,1,0,0
1730,2147494660,2147494664,0,-1,0
1732,2147494668,2147494628,1,0,1
1733,2147494668,2147494628,2,1,1
1743,2147494656,2147494660,1,0,0
1744,2147494660,2147494664,0,-1,0
1746,2147494668,2147494628,1,0,1
1747,2147494668,2147494628,2,1,1
1757,2147494656,2147494660,1,0,0
1758,2147494660,2147494664,0,-1,0
1760,2147494668,2147494628,1,0,1
1761,2147494668,2147494628,2,1,1
1771,2147494656,2147494660,1,0,0
1772,2147494660,2147494664,0,-1,0
1774,2147494668,2147494628,1,0,1
1775,2147494668,2147494628,2,1,1
1785,2147494656,2147494660,1,0,0
1786,2147494660,2147494664,0,-1,0
1788,2147494668,2147494628,1,0,1
1789,2147494668,2147494628,2,1,1
1799,2147494656,2147494660,1,0,0
1800,2147494660,2147494664,0,-1,0
1802,2147494668,2147494628,1,0,1
1803,2147494668,2147494628,2,1,1
1813,2147494656,2147494660,1,0,0
1814,2147494660,2147494664,0,-1,0
1816,2147494668,2147494628,1,0,1
1817,2147494668,2147494628,2,1,1
1827,2147494656,2147494660,1,0,0
1828,2147494660,2147494664,0,-1,0
1830,2147494668,2147494628,1,0,1
1831,2147494668,2147494628,2,1,1
1841,2147494656,2147494660,1,0,0
1842,2147494660,2147494664,0,-1,0
1844,2147494668,2147494628,1,0,1
1845,2147494668,2147494628,2,1,1
1855,2147494656,2147494660,1,0,0
1856,2147494660,2147494664,0,-1,0
1858,2147494668,2147494628,1,0,1
1859,2147494668,2147494628,2,1,1
1869,2147494656,2147494660,1,0,0
1870,2147494660,2147494664,0,-1,0
1872,2147494668,2147494628,1,0,1
1873,2147494668,2147494628,2,1,1
1883,2147494656,2147494660,1,0,0
1884,2147494660,2147494664,0,-1,0
1886,2147494668,2147494628,1,0,1
1887,2147494668,2147494628,2,1,1
1897,2147494656,2147494660,1,0,0
1898,2147494660,2147494664,0,-1,0
1900,2147494668,2147494628,1,0,1
1901,2147494668,2147494628,2,1,1
1911,2147494656,2147494660,1,0,0
1912,2147494660,2147494664,0,-1,0
1914,2147494668,2147494628,1,0,1
1915,2147494668,2147494628,2,1,1
1925,2147494656,2147494660,1,0,0
1926,2147494660,2147494664,0,-1,0
1928,2147494668,2147494628,1,0,1
1929,2147494668,2147494628,2,1,1
1939,2147494656,2147494660,1,0,0
1940,2147494660,2147494664,0,-1,0
1942,2147494668,2147494628,1,0,1
1943,2147494668,2147494628,2,1,1
1953,2147494656,2147494660,1,0,0
1954,2147494660,2147494664,0,-1,0
1956,2147494668,2147494628,1,0,1
1957,2147494668,2147494628,2,1,1
1967,2147494656,2147494660,1,0,0
1968,2147494660,2147494664,0,-1,0
1970,2147494668,2147494628,1,0,1
1971,2147494668,2147494628,2,1,1
1981,2147494656,2147494660,1,0,0
1982,2147494660,2147494664,0,-1,0
1984,2147494668,2147494628,1,0,1
1985,2147494668,2147494628,2,1,1
1995,2147494656,2147494660,1,0,0
1996,2147494660,2147494664,0,-1,0
1998,2147494668,2147494628,1,0,1
1999,2147494668,2147494628,2,1,1
2009,2147494656,2147494660,1,0,0
2010,2147494660,2147494664,0,-1,0
2012,2147494668,2147494628,1,0,1
2013,2147494668,2147494628,2,1,1
2023,2147494656,2147494660,1,0,0
2024,2147494660,2147494664,0,-1,0
2026,2147494668,2147494628,1,0,1
2027,2147494668,2147494628,2,1,1
2037,2147494656,2147494660,1,0,0
2038,2147494660,2147494664,0,-1,0
2040,2147494668,2147494628,1,0,1
2041,2147494668,2147494628,2,1,1
2051,2147494656,2147494660,1,0,0
2052,2147494660,2147494664,0,-1,0
2054,2147494668,2147494628,1,0,1
2055,2147494668,2147494628,2,1,1
2065,2147494656,2147494660,1,0,0
2066,2147494660,2147494664,0,-1,0
2068,2147494668,2147494628,1,0,1
2069,2147494668,2147494628,2,1,1
2079,2147494656,2147494660,1,0,0
2080,2147494660,2147494664,0,-1,0
2082,2147494668,2147494628,1,0,1
2083,2147494668,2147494628,2,1,1
2093,2147494656,2147494660,1,0,0
2094,2147494660,2147494664,0,-1,0
2096,2147494668,2147494628,1,0,1
2097,2147494668,2147494628,2,1,1
2107,2147494656,2147494660,1,0,0
2108,2147494660,2147494664,0,-1,0
2110,2147494668,2147494628,1,0,1
2111,2147494668,2147494628,2,1,1
2121,2147494656,2147494660,1,0,0
2122,2147494660,2147494664,0,-1,0
2124,2147494668,2147494628,1,0,1
2125,2147494668,2147494628,2,1,1
2135,2147494656,2147494660,1,0,0
2136,2147494660,2147494664,0,-1,0
2138,2147494668,2147494628,1,0,1
2139,2147494668,2147494628,2,1,1
2149,2147494656,2147494660,1,0,0
2150,2147494660,2147494664,0,-1,0
2152,2147494668,2147494628,1,0,1
2153,2147494668,2147494628,2,1,1
2163,2147494656,2147494660,1,0,0
2164,2147494660,2147494664,0,-1,0
2166,2147494668,2147494628,1,0,1
2167,2147494668,2147494628,2,1,1
2177,2147494656,2147494660,1,0,0
2178,2147494660,2147494664,0,-1,0
2180,2147494668,2147494628,1,0,1
2181,2147494668,2147494628,2,1,1
2191,2147494656,2147494660,1,0,0
2192,2147494660,2147494664,0,-1,0
2194,2147494668,2147494628,1,0,1
2195,2147494668,2147494628,2,1,1
2205,2147494656,2147494660,1,0,0
2206,2147494660,2147494664,0,-1,0
2208,2147494668,2147494628,1,0,1
2209,2147494668,2147494628,2,1,1
2219,2147494656,2147494660,1,0,0
2220,2147494660,2147494664,0,-1,0
2222,2147494668,2147494628,1,0,1
2223,2147494668,2147494628,2,1,1
2233,2147494656,2147494660,1,0,0
2234,2147494660,2147494664,0,-1,0
2236,2147494668,2147494628,1,0,1
2237,2147494668,2147494628,2,1,1
2247,2147494656,2147494660,1,0,0
2248,2147494660,2147494664,0,-1,0
2250,2147494668,2147494628,1,0,1
2251,2147494668,2147494628,2,1,1
2261,2147494656,2147494660,1,0,0
2262,2147494660,2147494664,0,-1,0
2264,2147494668,2147494628,1,0,1
2265,2147494668,2147494628,2,1,1
2275,2147494656,2147494660,1,0,0
2276,2147494660,2147494664,0,-1,0
2278,2147494668,2147494628,1,0,1
2279,2147494668,2147494628,2,1,1
2289,2147494656,2147494660,1,0,0
2290,2147494660,2147494664,0,-1,0
2292,2147494668,2147494628,1,0,1
2293,2147494668,2147494628,2,1,1
2303,2147494656,2147494660,1,0,0
2304,2147494660,2147494664,0,-1,0
2306,2147494668,2147494628,1,0,1
2307,2147494668,2147494628,2,1,1
2317,2147494656,2147494660,1,0,0
2318,2147494660,2147494664,0,-1,0
2320,2147494668,2147494628,1,0,1
2321,2147494668,2147494628,2,1,1
2331,2147494656,2147494660,1,0,0
2332,2147494660,2147494664,0,-1,0
2334,2147494668,2147494628,1,0,1
2335,2147494668,2147494628,2,1,1
2345,2147494656,2147494660,1,0,0
2346,2147494660,2147494664,0,-1,0
2348,2147494668,2147494628,1,0,1
2349,2147494668,2147494628,2,1,1
2359,2147494656,2147494660,1,0,0
2360,2147494660,2147494664,0,-1,0
2362,2147494668,2147494628,1,0,1
2363,2147494668,2147494628,2,1,1
2373,2147494656,2147494660,1,0,0
2374,2147494660,2147494664,0,-1,0
2376,2147494668,2147494628,1,0,1
2377,2147494668,2147494628,2,1,1
2387,2147494656,2147494660,1,0,0
2388,2147494660,2147494664,0,-1,0
2390,2147494668,2147494628,1,0,1
2391,2147494668,2147494628,2,1,1
2401,2147494656,2147494660,1,0,0
2402,2147494660,2147494664,0,-1,0
2404,2147494668,2147494628,1,0,1
2405,2147494668,2147494628,2,1,1
2415,2147494656,2147494660,1,0,0
2416,2147494660,2147494664,0,-1,0
2418,2147494668,2147494628,1,0,1
2419,2147494668,2147494628,2,1,1
2429,2147494656,2147494660,1,0,0
2430,2147494660,2147494664,0,-1,0
2432,2147494668,2147494628,1,0,1
2433,2147494668,2147494628,2,1,1
2443,2147494656,2147494660,1,0,0
2444,2147494660,2147494664,0,-1,0
2446,2147494668,2147494628,1,0,1
2447,2147494668,2147494628,2,1,1
2457,2147494656,2147494660,1,0,0
2458,2147494660,2147494664,0,-1,0
2460,2147494668,2147494628,1,0,1
2461,2147494668,2147494628,2,1,1
2471,2147494656,2147494660,1,0,0
2472,2147494660,2147494664,0,-1,0
2474,2147494668,2147494628,1,0,1
2475,2147494668,2147494628,2,1,1
2485,2147494656,2147494660,1,0,0
2486,2147494660,2147494664,0,-1,0
2488,2147494668,2147494628,1,0,1
2489,2147494668,2147494628,2,1,1
2499,2147494656,2147494660,1,0,0
2500,2147494660,2147494664,0,-1,0
2502,2147494668,2147494628,1,0,1
2503,2147494668,2147494628,2,1,1
2513,2147494656,2147494660,1,0,0
2514,2147494660,2147494664,0,-1,0
2516,2147494668,2147494628,1,0,1
2517,2147494668,2147494628,2,1,1
2527,2147494656,2147494660,1,0,0
2528,2147494660,2147494664,0,-1,0
2530,2147494668,2147494628,1,0,1
2531,2147494668,2147494628,2,1,1
2541,2147494656,2147494660,1,0,0
2542,2147494660,2147494664,0,-1,0
2544,2147494668,2147494628,1,0,1
2545,2147494668,2147494628,2,1,1
2555,2147494656,2147494660,1,0,0
2556,2147494660,2147494664,0,-1,0
2558,2147494668,2147494628,1,0,1
2559,2147494668,2147494628,2,1,1
2569,2147494656,2147494660,1,0,0
2570,2147494660,2147494664,0,-1,0
2572,2147494668,2147494628,1,0,1
2573,2147494668,2147494628,2,1,1
2583,2147494656,2147494660,1,0,0
2584,2147494660,2147494664,0,-1,0
2586,2147494668,2147494628,1,0,1
2587,2147494668,2147494628,2,1,1
2597,2147494656,2147494660,1,0,0
2598,2147494660,2147494664,0,-1,0
2600,2147494668,2147494628,1,0,1
2601,2147494668,2147494628,2,1,1
2611,2147494656,2147494660,1,0,0
2612,2147494660,2147494664,0,-1,0
2614,2147494668,2147494628,1,0,1
2615,2147494668,2147494628,2,1,1
2625,2147494656,2147494660,1,0,0
2626,2147494660,2147494664,0,-1,0
2628,2147494668,2147494628,1,0,1
2629,2147494668,2147494628,2,1,1
2639,2147494656,2147494660,1,0,0
2640,2147494660,2147494664,0,-1,0
2642,2147494668,2147494628,1,0,1
2643,2147494668,2147494628,2,1,1
2653,2147494656,2147494660,1,0,0
2654,2147494660,2147494664,0,-1,0
2656,2147494668,2147494628,1,0,1
2657,2147494668,2147494628,2,1,1
2667,2147494656,2147494660,1,0,0
2668,2147494660,2147494664,0,-1,0
2670,2147494668,2147494628,1,0,1
2671,2147494668,2147494628,2,1,1
2681,2147494656,2147494660,1,0,0
2682,2147494660,2147494664,0,-1,0
2684,2147494668,2147494628,1,0,1
2685,2147494668,2147494628,2,1,1
2695,2147494656,2147494660,1,0,0
2696,2147494660,2147494664,0,-1,0
2698,2147494668,2147494628,1,0,1
2699,2147494668,2147494628,2,1,1
2709,2147494656,2147494660,1,0,0
2710,2147494660,2147494664,0,-1,0
2712,2147494668,2147494628,1,0,1
2713,2147494668,2147494628,2,1,1
2723,2147494656,2147494660,1,0,0
2724,2147494660,2147494664,0,-1,0
2726,2147494668,2147494628,1,0,1
2727,2147494668,2147494628,2,1,1
2737,2147494656,2147494660,1,0,0
2738,2147494660,2147494664,0,-1,0
2740,2147494668,2147494628,1,0,1
2741,2147494668,2147494628,2,1,1
2751,2147494656,2147494660,1,0,0
2752,2147494660,2147494664,0,-1,0
2754,2147494668,2147494628,1,0,1
2755,2147494668,2147494628,2,1,1
2765,2147494656,2147494660,1,0,0
2766,2147494660,2147494664,0,-1,0
2768,2147494668,2147494628,1,0,1
2769,2147494668,2147494628,2,1,1
2779,2147494656,2147494660,1,0,0
2780,2147494660,2147494664,0,-1,0
2782,2147494668,2147494628,1,0,1
2783,2147494668,2147494628,2,1,1
2793,2147494656,2147494660,1,0,0
2794,2147494660,2147494664,0,-1,0
2796,2147494668,2147494628,1,0,1
2797,2147494668,2147494628,2,1,1
2807,2147494656,2147494660,1,0,0
2808,2147494660,2147494664,0,-1,0
2810,2147494668,2147494628,1,0,1
2811,2147494668,2147494628,2,1,1
2821,2147494656,2147494660,1,0,0
2822,2147494660,2147494664,0,-1,0
2824,2147494668,2147494628,1,0,1
2825,2147494668,2147494628,2,1,1
2835,2147494656,2147494660,1,0,0
2836,2147494660,2147494664,0,-1,0
2838,2147494668,2147494628,1,0,1
2839,2147494668,2147494628,2,1,1
2849,2147494656,2147494660,1,0,0
2850,2147494660,2147494664,0,-1,0
2852,2147494668,2147494628,1,0,1
2853,2147494668,2147494628,2,1,1
2863,2147494656,2147494660,1,0,0
2864,2147494660,2147494664,0,-1,0
2866,2147494668,2147494628,1,0,1
2867,2147494668,2147494628,2,1,1
2877,2147494656,2147494660,1,0,0
2878,2147494660,2147494664,0,-1,0
2880,2147494668,2147494628,1,0,1
2881,2147494668,2147494628,2,1,1
2891,2147494656,2147494660,1,0,0
2892,2147494660,2147494664,0,-1,0
2894,2147494668,2147494628,1,0,1
2895,2147494668,2147494628,2,1,1
2905,2147494656,2147494660,1,0,0
2906,2147494660,2147494664,0,-1,0
2908,2147494668,2147494628,1,0,1
2909,2147494668,2147494628,2,1,1
2919,2147494656,2147494660,1,0,0
2920,2147494660,2147494664,0,-1,0
2922,2147494668,2147494628,1,0,1
2923,2147494668,2147494628,2,1,1
2933,2147494656,2147494660,1,0,0
2934,2147494660,2147494664,0,-1,0
2936,2147494668,2147494628,1,0,1
2937,2147494668,2147494628,2,1,1
2947,2147494656,2147494660,1,0,0
2948,2147494660,2147494664,0,-1,0
2950,2147494668,2147494628,1,0,1
2951,2147494668,2147494628,2,1,1
2961,2147494656,2147494660,1,0,0
2962,2147494660,2147494664,0,-1,0
2964,2147494668,2147494628,1,0,1
2965,2147494668,2147494628,2,1,1
2975,2147494656,2147494660,1,0,0
2976,2147494660,2147494664,0,-1,0
2978,2147494668,2147494628,1,0,1
