cycle,pc,target,jump_double_b_predictor,jump_streak,is_taken
33260,2147494668,2147494628,1,0,1
33261,2147494668,2147494628,2,1,1
33271,2147494656,2147494660,1,0,0
33272,2147494660,2147494664,0,-1,0
33274,2147494668,2147494628,1,0,1
33275,2147494668,2147494628,2,1,1
33285,2147494656,2147494660,1,0,0
33286,2147494660,2147494664,0,-1,0
33288,2147494668,2147494628,1,0,1
33289,2147494668,2147494628,2,1,1
33299,2147494656,2147494660,1,0,0
33300,2147494660,2147494664,0,-1,0
33302,2147494668,2147494628,1,0,1
33303,2147494668,2147494628,2,1,1
33313,2147494656,2147494660,1,0,0
33314,2147494660,2147494664,0,-1,0
33316,2147494668,2147494628,1,0,1
33317,2147494668,2147494628,2,1,1
33327,2147494656,2147494660,1,0,0
33328,2147494660,2147494664,0,-1,0
33330,2147494668,2147494628,1,0,1
33331,2147494668,2147494628,2,1,1
33341,2147494656,2147494660,1,0,0
33342,2147494660,2147494664,0,-1,0
33344,2147494668,2147494628,1,0,1
33345,2147494668,2147494628,2,1,1
33355,2147494656,2147494660,1,0,0
33356,2147494660,2147494664,0,-1,0
33358,2147494668,2147494628,1,0,1
33359,2147494668,2147494628,2,1,1
33369,2147494656,2147494660,1,0,0
33370,2147494660,2147494664,0,-1,0
33372,2147494668,2147494628,1,0,1
33373,2147494668,2147494628,2,1,1
33383,2147494656,2147494660,1,0,0
33384,2147494660,2147494664,0,-1,0
33386,2147494668,2147494628,1,0,1
33387,2147494668,2147494628,2,1,1
33397,2147494656,2147494660,1,0,0
33398,2147494660,2147494664,0,-1,0
33400,2147494668,2147494628,1,0,1
33401,2147494668,2147494628,2,1,1
33411,2147494656,2147494660,1,0,0
33412,2147494660,2147494664,0,-1,0
33414,2147494668,2147494628,1,0,1
33415,2147494668,2147494628,2,1,1
33425,2147494656,2147494660,1,0,0
33426,2147494660,2147494664,0,-1,0
33428,2147494668,2147494628,1,0,1
33429,2147494668,2147494628,2,1,1
33439,2147494656,2147494660,1,0,0
33440,2147494660,2147494664,0,-1,0
33442,2147494668,2147494628,1,0,1
33443,2147494668,2147494628,2,1,1
33453,2147494656,2147494660,1,0,0
33454,2147494660,2147494664,0,-1,0
33456,2147494668,2147494628,1,0,1
33457,2147494668,2147494628,2,1,1
33467,2147494656,2147494660,1,0,0
33468,2147494660,2147494664,0,-1,0
33470,2147494668,2147494628,1,0,1
33471,2147494668,2147494628,2,1,1
33481,2147494656,2147494660,1,0,0
33482,2147494660,2147494664,0,-1,0
33484,2147494668,2147494628,1,0,1
33485,2147494668,2147494628,2,1,1
33495,2147494656,2147494660,1,0,0
33496,2147494660,2147494664,0,-1,0
33498,2147494668,2147494628,1,0,1
33499,2147494668,2147494628,2,1,1
33509,2147494656,2147494660,1,0,0
33510,2147494660,2147494664,0,-1,0
33512,2147494668,2147494628,1,0,1
33513,2147494668,2147494628,2,1,1
33523,2147494656,2147494660,1,0,0
33524,2147494660,2147494664,0,-1,0
33526,2147494668,2147494628,1,0,1
33527,2147494668,2147494628,2,1,1
33537,2147494656,2147494660,1,0,0
33538,2147494660,2147494664,0,-1,0
33540,2147494668,2147494628,1,0,1
33541,2147494668,2147494628,2,1,1
33551,2147494656,2147494660,1,0,0
33552,2147494660,2147494664,0,-1,0
33554,2147494668,2147494628,1,0,1
33555,2147494668,2147494628,2,1,1
33565,2147494656,2147494660,1,0,0
33566,2147494660,2147494664,0,-1,0
33568,2147494668,2147494628,1,0,1
33569,2147494668,2147494628,2,1,1
33579,2147494656,2147494660,1,0,0
33580,2147494660,2147494664,0,-1,0
33582,2147494668,2147494628,1,0,1
33583,2147494668,2147494628,2,1,1
33593,2147494656,2147494660,1,0,0
33594,2147494660,2147494664,0,-1,0
33596,2147494668,2147494628,1,0,1
33597,2147494668,2147494628,2,1,1
33607,2147494656,2147494660,1,0,0
33608,2147494660,2147494664,0,-1,0
33610,2147494668,2147494628,1,0,1
33611,2147494668,2147494628,2,1,1
33621,2147494656,2147494660,1,0,0
33622,2147494660,2147494664,0,-1,0
33624,2147494668,2147494628,1,0,1
33625,2147494668,2147494628,2,1,1
33635,2147494656,2147494660,1,0,0
33636,2147494660,2147494664,0,-1,0
33638,2147494668,2147494628,1,0,1
33639,2147494668,2147494628,2,1,1
33649,2147494656,2147494660,1,0,0
33650,2147494660,2147494664,0,-1,0
33652,2147494668,2147494628,1,0,1
33653,2147494668,2147494628,2,1,1
33663,2147494656,2147494660,1,0,0
33664,2147494660,2147494664,0,-1,0
33666,2147494668,2147494628,1,0,1
33667,2147494668,2147494628,2,1,1
33677,2147494656,2147494660,1,0,0
33678,2147494660,2147494664,0,-1,0
33680,2147494668,2147494628,1,0,1
33681,2147494668,2147494628,2,1,1
33691,2147494656,2147494660,1,0,0
33692,2147494660,2147494664,0,-1,0
33694,2147494668,2147494628,1,0,1
33695,2147494668,2147494628,2,1,1
33705,2147494656,2147494660,1,0,0
33706,2147494660,2147494664,0,-1,0
33708,2147494668,2147494628,1,0,1
33709,2147494668,2147494628,2,1,1
33719,2147494656,2147494660,1,0,0
33720,2147494660,2147494664,0,-1,0
33722,2147494668,2147494628,1,0,1
33723,2147494668,2147494628,2,1,1
33733,2147494656,2147494660,1,0,0
33734,2147494660,2147494664,0,-1,0
33736,2147494668,2147494628,1,0,1
33737,2147494668,2147494628,2,1,1
33747,2147494656,2147494660,1,0,0
33748,2147494660,2147494664,0,-1,0
33750,2147494668,2147494628,1,0,1
33751,2147494668,2147494628,2,1,1
33761,2147494656,2147494660,1,0,0
33762,2147494660,2147494664,0,-1,0
33764,2147494668,2147494628,1,0,1
33765,2147494668,2147494628,2,1,1
33775,2147494656,2147494660,1,0,0
33776,2147494660,2147494664,0,-1,0
33778,2147494668,2147494628,1,0,1
33779,2147494668,2147494628,2,1,1
33789,2147494656,2147494660,1,0,0
33790,2147494660,2147494664,0,-1,0
33792,2147494668,2147494628,1,0,1
33793,2147494668,2147494628,2,1,1
33803,2147494656,2147494660,1,0,0
33804,2147494660,2147494664,0,-1,0
33806,2147494668,2147494628,1,0,1
33807,2147494668,2147494628,2,1,1
33817,2147494656,2147494660,1,0,0
33818,2147494660,2147494664,0,-1,0
33820,2147494668,2147494628,1,0,1
33821,2147494668,2147494628,2,1,1
33831,2147494656,2147494660,1,0,0
33832,2147494660,2147494664,0,-1,0
33834,2147494668,2147494628,1,0,1
33835,2147494668,2147494628,2,1,1
33845,2147494656,2147494660,1,0,0
33846,2147494660,2147494664,0,-1,0
33848,2147494668,2147494628,1,0,1
33849,2147494668,2147494628,2,1,1
33859,2147494656,2147494660,1,0,0
33860,2147494660,2147494664,0,-1,0
33862,2147494668,2147494628,1,0,1
33863,2147494668,2147494628,2,1,1
33873,2147494656,2147494660,1,0,0
33874,2147494660,2147494664,0,-1,0
33876,2147494668,2147494628,1,0,1
33877,2147494668,2147494628,2,1,1
33887,2147494656,2147494660,1,0,0
33888,2147494660,2147494664,0,-1,0
33890,2147494668,2147494628,1,0,1
33891,2147494668,2147494628,2,1,1
33901,2147494656,2147494660,1,0,0
33902,2147494660,2147494664,0,-1,0
33904,2147494668,2147494628,1,0,1
33905,2147494668,2147494628,2,1,1
33915,2147494656,2147494660,1,0,0
33916,2147494660,2147494664,0,-1,0
33918,2147494668,2147494628,1,0,1
33919,2147494668,2147494628,2,1,1
33929,2147494656,2147494660,1,0,0
33930,2147494660,2147494664,0,-1,0
33932,2147494668,2147494628,1,0,1
33933,2147494668,2147494628,2,1,1
33943,2147494656,2147494660,1,0,0
33944,2147494660,2147494664,0,-1,0
33946,2147494668,2147494628,1,0,1
33947,2147494668,2147494628,2,1,1
33957,2147494656,2147494660,1,0,0
33958,2147494660,2147494664,0,-1,0
33960,2147494668,2147494628,1,0,1
33961,2147494668,2147494628,2,1,1
33971,2147494656,2147494660,1,0,0
33972,2147494660,2147494664,0,-1,0
33974,2147494668,2147494628,1,0,1
33975,2147494668,2147494628,2,1,1
33985,2147494656,2147494660,1,0,0
33986,2147494660,2147494664,0,-1,0
33988,2147494668,2147494628,1,0,1
33989,2147494668,2147494628,2,1,1
33999,2147494656,2147494660,1,0,0
34000,2147494660,2147494664,0,-1,0
34002,2147494668,2147494628,1,0,1
34003,2147494668,2147494628,2,1,1
34013,2147494656,2147494660,1,0,0
34014,2147494660,2147494664,0,-1,0
34016,2147494668,2147494628,1,0,1
34017,2147494668,2147494628,2,1,1
34027,2147494656,2147494660,1,0,0
34028,2147494660,2147494664,0,-1,0
34030,2147494668,2147494628,1,0,1
34031,2147494668,2147494628,2,1,1
34041,2147494656,2147494660,1,0,0
34042,2147494660,2147494664,0,-1,0
34044,2147494668,2147494628,1,0,1
34045,2147494668,2147494628,2,1,1
34055,2147494656,2147494660,1,0,0
34056,2147494660,2147494664,0,-1,0
34058,2147494668,2147494628,1,0,1
34059,2147494668,2147494628,2,1,1
34069,2147494656,2147494660,1,0,0
34070,2147494660,2147494664,0,-1,0
34072,2147494668,2147494628,1,0,1
34073,2147494668,2147494628,2,1,1
34083,2147494656,2147494660,1,0,0
34084,2147494660,2147494664,0,-1,0
34086,2147494668,2147494628,1,0,1
34087,2147494668,2147494628,2,1,1
34097,2147494656,2147494660,1,0,0
34098,2147494660,2147494664,0,-1,0
34100,2147494668,2147494628,1,0,1
34101,2147494668,2147494628,2,1,1
34111,2147494656,2147494660,1,0,0
34112,2147494660,2147494664,0,-1,0
34114,2147494668,2147494628,1,0,1
34115,2147494668,2147494628,2,1,1
34125,2147494656,2147494660,1,0,0
34126,2147494660,2147494664,0,-1,0
34128,2147494668,2147494628,1,0,1
34129,2147494668,2147494628,2,1,1
34139,2147494656,2147494660,1,0,0
34140,2147494660,2147494664,0,-1,0
34142,2147494668,2147494628,1,0,1
34143,2147494668,2147494628,2,1,1
34153,2147494656,2147494660,1,0,0
34154,2147494660,2147494664,0,-1,0
34156,2147494668,2147494628,1,0,1
34157,2147494668,2147494628,2,1,1
34167,2147494656,2147494660,1,0,0
34168,2147494660,2147494664,0,-1,0
34170,2147494668,2147494628,1,0,1
34171,2147494668,2147494628,2,1,1
34181,2147494656,2147494660,1,0,0
34182,2147494660,2147494664,0,-1,0
34184,2147494668,2147494628,1,0,1
34185,2147494668,2147494628,2,1,1
34195,2147494656,2147494660,1,0,0
34196,2147494660,2147494664,0,-1,0
34198,2147494668,2147494628,1,0,1
34199,2147494668,2147494628,2,1,1
34209,2147494656,2147494660,1,0,0
34210,2147494660,2147494664,0,-1,0
34212,2147494668,2147494628,1,0,1
34213,2147494668,2147494628,2,1,1
34223,2147494656,2147494660,1,0,0
34224,2147494660,2147494664,0,-1,0
34226,2147494668,2147494628,1,0,1
34227,2147494668,2147494628,2,1,1
34237,2147494656,2147494660,1,0,0
34238,2147494660,2147494664,0,-1,0
34240,2147494668,2147494628,1,0,1
34241,2147494668,2147494628,2,1,1
34251,2147494656,2147494660,1,0,0
34252,2147494660,2147494664,0,-1,0
34254,2147494668,2147494628,1,0,1
34255,2147494668,2147494628,2,1,1
34265,2147494656,2147494660,1,0,0
34266,2147494660,2147494664,0,-1,0
34268,2147494668,2147494628,1,0,1
34269,2147494668,2147494628,2,1,1
34279,2147494656,2147494660,1,0,0
34280,2147494660,2147494664,0,-1,0
34282,2147494668,2147494628,1,0,1
34283,2147494668,2147494628,2,1,1
34293,2147494656,2147494660,1,0,0
34294,2147494660,2147494664,0,-1,0
34296,2147494668,2147494628,1,0,1
34297,2147494668,2147494628,2,1,1
34307,2147494656,2147494660,1,0,0
34308,2147494660,2147494664,0,-1,0
34310,2147494668,2147494628,1,0,1
34311,2147494668,2147494628,2,1,1
34321,2147494656,2147494660,1,0,0
34322,2147494660,2147494664,0,-1,0
34324,2147494668,2147494628,1,0,1
34325,2147494668,2147494628,2,1,1
34335,2147494656,2147494660,1,0,0
34336,2147494660,2147494664,0,-1,0
34338,2147494668,2147494628,1,0,1
34339,2147494668,2147494628,2,1,1
34349,2147494656,2147494660,1,0,0
34350,2147494660,2147494664,0,-1,0
34352,2147494668,2147494628,1,0,1
34353,2147494668,2147494628,2,1,1
34363,2147494656,2147494660,1,0,0
34364,2147494660,2147494664,0,-1,0
34366,2147494668,2147494628,1,0,1
34367,2147494668,2147494628,2,1,1
34377,2147494656,2147494660,1,0,0
34378,2147494660,2147494664,0,-1,0
34380,2147494668,2147494628,1,0,1
34381,2147494668,2147494628,2,1,1
34391,2147494656,2147494660,1,0,0
34392,2147494660,2147494664,0,-1,0
34394,2147494668,2147494628,1,0,1
34395,2147494668,2147494628,2,1,1
34405,2147494656,2147494660,1,0,0
34406,2147494660,2147494664,0,-1,0
34408,2147494668,2147494628,1,0,1
34409,2147494668,2147494628,2,1,1
34419,2147494656,2147494660,1,0,0
34420,2147494660,2147494664,0,-1,0
34422,2147494668,2147494628,1,0,1
34423,2147494668,2147494628,2,1,1
34433,2147494656,2147494660,1,0,0
34434,2147494660,2147494664,0,-1,0
34436,2147494668,2147494628,1,0,1
34437,2147494668,2147494628,2,1,1
34447,2147494656,2147494660,1,0,0
34448,2147494660,2147494664,0,-1,0
34450,2147494668,2147494628,1,0,1
34451,2147494668,2147494628,2,1,1
34461,2147494656,2147494660,1,0,0
34462,2147494660,2147494664,0,-1,0
34464,2147494668,2147494628,1,0,1
34465,2147494668,2147494628,2,1,1
34475,2147494656,2147494660,1,0,0
34476,2147494660,2147494664,0,-1,0
34478,2147494668,2147494628,1,0,1
34479,2147494668,2147494628,2,1,1
34489,2147494656,2147494660,1,0,0
34490,2147494660,2147494664,0,-1,0
34492,2147494668,2147494628,1,0,1
34493,2147494668,2147494628,2,1,1
34503,2147494656,2147494660,1,0,0
34504,2147494660,2147494664,0,-1,0
34506,2147494668,2147494628,1,0,1
34507,2147494668,2147494628,2,1,1
34517,2147494656,2147494660,1,0,0
34518,2147494660,2147494664,0,-1,0
34520,2147494668,2147494628,1,0,1
34521,2147494668,2147494628,2,1,1
34531,2147494656,2147494660,1,0,0
34532,2147494660,2147494664,0,-1,0
34534,2147494668,2147494628,1,0,1
34535,2147494668,2147494628,2,1,1
34545,2147494656,2147494660,1,0,0
34546,2147494660,2147494664,0,-1,0
34548,2147494668,2147494628,1,0,1
34549,2147494668,2147494628,2,1,1
34559,2147494656,2147494660,1,0,0
34560,2147494660,2147494664,0,-1,0
34562,2147494668,2147494628,1,0,1
34563,2147494668,2147494628,2,1,1
34573,2147494656,2147494660,1,0,0
34574,2147494660,2147494664,0,-1,0
34576,2147494668,2147494628,1,0,1
34577,2147494668,2147494628,2,1,1
34587,2147494656,2147494660,1,0,0
34588,2147494660,2147494664,0,-1,0
34590,2147494668,2147494628,1,0,1
34591,2147494668,2147494628,2,1,1
34601,2147494656,2147494660,1,0,0
34602,2147494660,2147494664,0,-1,0
34604,2147494668,2147494628,1,0,1
34605,2147494668,2147494628,2,1,1
34615,2147494656,2147494660,1,0,0
34616,2147494660,2147494664,0,-1,0
34618,2147494668,2147494628,1,0,1
34619,2147494668,2147494628,2,1,1
34629,2147494656,2147494660,1,0,0
34630,2147494660,2147494664,0,-1,0
34632,2147494668,2147494628,1,0,1
34633,2147494668,2147494628,2,1,1
34643,2147494656,2147494660,1,0,0
34644,2147494660,2147494664,0,-1,0
34646,2147494668,2147494628,1,0,1
34647,2147494668,2147494628,2,1,1
34657,2147494656,2147494660,1,0,0
34658,2147494660,2147494664,0,-1,0
34660,2147494668,2147494628,1,0,1
34661,2147494668,2147494628,2,1,1
34671,2147494656,2147494660,1,0,0
34672,2147494660,2147494664,0,-1,0
34674,2147494668,2147494628,1,0,1
34675,2147494668,2147494628,2,1,1
34685,2147494656,2147494660,1,0,0
34686,2147494660,2147494664,0,-1,0
34688,2147494668,2147494628,1,0,1
34689,2147494668,2147494628,2,1,1
34699,2147494656,2147494660,1,0,0
34700,2147494660,2147494664,0,-1,0
34702,2147494668,2147494628,1,0,1
34703,2147494668,2147494628,2,1,1
34713,2147494656,2147494660,1,0,0
34714,2147494660,2147494664,0,-1,0
34716,2147494668,2147494628,1,0,1
34717,2147494668,2147494628,2,1,1
34727,2147494656,2147494660,1,0,0
34728,2147494660,2147494664,0,-1,0
34730,2147494668,2147494628,1,0,1
34731,2147494668,2147494628,2,1,1
34741,2147494656,2147494660,1,0,0
34742,2147494660,2147494664,0,-1,0
34744,2147494668,2147494628,1,0,1
34745,2147494668,2147494628,2,1,1
34755,2147494656,2147494660,1,0,0
34756,2147494660,2147494664,0,-1,0
34758,2147494668,2147494628,1,0,1
34759,2147494668,2147494628,2,1,1
34769,2147494656,2147494660,1,0,0
34770,2147494660,2147494664,0,-1,0
34772,2147494668,2147494628,1,0,1
34773,2147494668,2147494628,2,1,1
34783,2147494656,2147494660,1,0,0
34784,2147494660,2147494664,0,-1,0
34786,2147494668,2147494628,1,0,1
34787,2147494668,2147494628,2,1,1
34797,2147494656,2147494660,1,0,0
34798,2147494660,2147494664,0,-1,0
34800,2147494668,2147494628,1,0,1
34801,2147494668,2147494628,2,1,1
34811,2147494656,2147494660,1,0,0
34812,2147494660,2147494664,0,-1,0
34814,2147494668,2147494628,1,0,1
34815,2147494668,2147494628,2,1,1
34825,2147494656,2147494660,1,0,0
34826,2147494660,2147494664,0,-1,0
34828,2147494668,2147494628,1,0,1
34829,2147494668,2147494628,2,1,1
34839,2147494656,2147494660,1,0,0
34840,2147494660,2147494664,0,-1,0
34842,2147494668,2147494628,1,0,1
34843,2147494668,2147494628,2,1,1
34853,2147494656,2147494660,1,0,0
34854,2147494660,2147494664,0,-1,0
34856,2147494668,2147494628,1,0,1
34857,2147494668,2147494628,2,1,1
34867,2147494656,2147494660,1,0,0
34868,2147494660,2147494664,0,-1,0
34870,2147494668,2147494628,1,0,1
34871,2147494668,2147494628,2,1,1
34881,2147494656,2147494660,1,0,0
34882,2147494660,2147494664,0,-1,0
34884,2147494668,2147494628,1,0,1
34885,2147494668,2147494628,2,1,1
34895,2147494656,2147494660,1,0,0
34896,2147494660,2147494664,0,-1,0
34898,2147494668,2147494628,1,0,1
34899,2147494668,2147494628,2,1,1
34909,2147494656,2147494660,1,0,0
34910,2147494660,2147494664,0,-1,0
34912,2147494668,2147494628,1,0,1
34913,2147494668,2147494628,2,1,1
34923,2147494656,2147494660,1,0,0
34924,2147494660,2147494664,0,-1,0
34926,2147494668,2147494628,1,0,1
34927,2147494668,2147494628,2,1,1
34937,2147494656,2147494660,1,0,0
34938,2147494660,2147494664,0,-1,0
34940,2147494668,2147494628,1,0,1
34941,2147494668,2147494628,2,1,1
34951,2147494656,2147494660,1,0,0
34952,2147494660,2147494664,0,-1,0
34954,2147494668,2147494628,1,0,1
34955,2147494668,2147494628,2,1,1
34965,2147494656,2147494660,1,0,0
34966,2147494660,2147494664,0,-1,0
34968,2147494668,2147494628,1,0,1
34969,2147494668,2147494628,2,1,1
34979,2147494656,2147494660,1,0,0
34980,2147494660,2147494664,0,-1,0
34982,2147494668,2147494628,1,0,1
34983,2147494668,2147494628,2,1,1
34993,2147494656,2147494660,1,0,0
34994,2147494660,2147494664,0,-1,0
34996,2147494668,2147494628,1,0,1
34997,2147494668,2147494628,2,1,1
35007,2147494656,2147494660,1,0,0
35008,2147494660,2147494664,0,-1,0
35010,2147494668,2147494628,1,0,1
35011,2147494668,2147494628,2,1,1
35021,2147494656,2147494660,1,0,0
35022,2147494660,2147494664,0,-1,0
35024,2147494668,2147494628,1,0,1
35025,2147494668,2147494628,2,1,1
35035,2147494656,2147494660,1,0,0
35036,2147494660,2147494664,0,-1,0
35038,2147494668,2147494628,1,0,1
35039,2147494668,2147494628,2,1,1
35049,2147494656,2147494660,1,0,0
35050,2147494660,2147494664,0,-1,0
35052,2147494668,2147494628,1,0,1
35053,2147494668,2147494628,2,1,1
35063,2147494656,2147494660,1,0,0
35064,2147494660,2147494664,0,-1,0
35066,2147494668,2147494628,1,0,1
35067,2147494668,2147494628,2,1,1
35077,2147494656,2147494660,1,0,0
35078,2147494660,2147494664,0,-1,0
35080,2147494668,2147494628,1,0,1
35081,2147494668,2147494628,2,1,1
35091,2147494656,2147494660,1,0,0
35092,2147494660,2147494664,0,-1,0
35094,2147494668,2147494628,1,0,1
35095,2147494668,2147494628,2,1,1
35105,2147494656,2147494660,1,0,0
35106,2147494660,2147494664,0,-1,0
35108,2147494668,2147494628,1,0,1
35109,2147494668,2147494628,2,1,1
35119,2147494656,2147494660,1,0,0
35120,2147494660,2147494664,0,-1,0
35122,2147494668,2147494628,1,0,1
35123,2147494668,2147494628,2,1,1
35133,2147494656,2147494660,1,0,0
35134,2147494660,2147494664,0,-1,0
35136,2147494668,2147494628,1,0,1
35137,2147494668,2147494628,2,1,1
35147,2147494656,2147494660,1,0,0
35148,2147494660,2147494664,0,-1,0
35150,2147494668,2147494628,1,0,1
35151,2147494668,2147494628,2,1,1
35161,2147494656,2147494660,1,0,0
35162,2147494660,2147494664,0,-1,0
35164,2147494668,2147494628,1,0,1
35165,2147494668,2147494628,2,1,1
35175,2147494656,2147494660,1,0,0
35176,2147494660,2147494664,0,-1,0
35178,2147494668,2147494628,1,0,1
35179,2147494668,2147494628,2,1,1
35189,2147494656,2147494660,1,0,0
35190,2147494660,2147494664,0,-1,0
35192,2147494668,2147494628,1,0,1
35193,2147494668,2147494628,2,1,1
35203,2147494656,2147494660,1,0,0
35204,2147494660,2147494664,0,-1,0
35206,2147494668,2147494628,1,0,1
35207,2147494668,2147494628,2,1,1
35217,2147494656,2147494660,1,0,0
35218,2147494660,2147494664,0,-1,0
35220,2147494668,2147494628,1,0,1
35221,2147494668,2147494628,2,1,1
35231,2147494656,2147494660,1,0,0
35232,2147494660,2147494664,0,-1,0
35234,2147494668,2147494628,1,0,1
35235,2147494668,2147494628,2,1,1
35245,2147494656,2147494660,1,0,0
35246,2147494660,2147494664,0,-1,0
35248,2147494668,2147494628,1,0,1
35249,2147494668,2147494628,2,1,1
35259,2147494656,2147494660,1,0,0
35260,2147494660,2147494664,0,-1,0
35262,2147494668,2147494628,1,0,1
35263,2147494668,2147494628,2,1,1
35273,2147494656,2147494660,1,0,0
35274,2147494660,2147494664,0,-1,0
35276,2147494668,2147494628,1,0,1
35277,2147494668,2147494628,2,1,1
35287,2147494656,2147494660,1,0,0
35288,2147494660,2147494664,0,-1,0
35290,2147494668,2147494628,1,0,1
35291,2147494668,2147494628,2,1,1
35301,2147494656,2147494660,1,0,0
35302,2147494660,2147494664,0,-1,0
35304,2147494668,2147494628,1,0,1
35305,2147494668,2147494628,2,1,1
35315,2147494656,2147494660,1,0,0
35316,2147494660,2147494664,0,-1,0
35318,2147494668,2147494628,1,0,1
35319,2147494668,2147494628,2,1,1
35329,2147494656,2147494660,1,0,0
35330,2147494660,2147494664,0,-1,0
35332,2147494668,2147494628,1,0,1
35333,2147494668,2147494628,2,1,1
35343,2147494656,2147494660,1,0,0
35344,2147494660,2147494664,0,-1,0
35346,2147494668,2147494628,1,0,1
35347,2147494668,2147494628,2,1,1
35357,2147494656,2147494660,1,0,0
35358,2147494660,2147494664,0,-1,0
35360,2147494668,2147494628,1,0,1
35361,2147494668,2147494628,2,1,1
35371,2147494656,2147494660,1,0,0
35372,2147494660,2147494664,0,-1,0
35374,2147494668,2147494628,1,0,1
35375,2147494668,2147494628,2,1,1
35385,2147494656,2147494660,1,0,0
35386,2147494660,2147494664,0,-1,0
35388,2147494668,2147494628,1,0,1
35389,2147494668,2147494628,2,1,1
35399,2147494656,2147494660,1,0,0
35400,2147494660,2147494664,0,-1,0
35402,2147494668,2147494628,1,0,1
35403,2147494668,2147494628,2,1,1
35413,2147494656,2147494660,1,0,0
35414,2147494660,2147494664,0,-1,0
35416,2147494668,2147494628,1,0,1
35417,2147494668,2147494628,2,1,1
35427,2147494656,2147494660,1,0,0
35428,2147494660,2147494664,0,-1,0
35430,2147494668,2147494628,1,0,1
35431,2147494668,2147494628,2,1,1
35441,2147494656,2147494660,1,0,0
35442,2147494660,2147494664,0,-1,0
35444,2147494668,2147494628,1,0,1
35445,2147494668,2147494628,2,1,1
35455,2147494656,2147494660,1,0,0
35456,2147494660,2147494664,0,-1,0
35458,2147494668,2147494628,1,0,1
35459,2147494668,2147494628,2,1,1
35469,2147494656,2147494660,1,0,0
35470,2147494660,2147494664,0,-1,0
35472,2147494668,2147494628,1,0,1
35473,2147494668,2147494628,2,1,1
35483,2147494656,2147494660,1,0,0
35484,2147494660,2147494664,0,-1,0
35486,2147494668,2147494628,1,0,1
35487,2147494668,2147494628,2,1,1
35497,2147494656,2147494660,1,0,0
35498,2147494660,2147494664,0,-1,0
35500,2147494668,2147494628,1,0,1
35501,2147494668,2147494628,2,1,1
35511,2147494656,2147494660,1,0,0
35512,2147494660,2147494664,0,-1,0
35514,2147494668,2147494628,1,0,1
35515,2147494668,2147494628,2,1,1
35525,2147494656,2147494660,1,0,0
35526,2147494660,2147494664,0,-1,0
35528,2147494668,2147494628,1,0,1
35529,2147494668,2147494628,2,1,1
35539,2147494656,2147494660,1,0,0
35540,2147494660,2147494664,0,-1,0
35542,2147494668,2147494628,1,0,1
35543,2147494668,2147494628,2,1,1
35553,2147494656,2147494660,1,0,0
35554,2147494660,2147494664,0,-1,0
35556,2147494668,2147494628,1,0,1
35557,2147494668,2147494628,2,1,1
35567,2147494656,2147494660,1,0,0
35568,2147494660,2147494664,0,-1,0
35570,2147494668,2147494628,1,0,1
35571,2147494668,2147494628,2,1,1
35581,2147494656,2147494660,1,0,0
35582,2147494660,2147494664,0,-1,0
35584,2147494668,2147494628,1,0,1
35585,2147494668,2147494628,2,1,1
35595,2147494656,2147494660,1,0,0
35596,2147494660,2147494664,0,-1,0
35598,2147494668,2147494628,1,0,1
35599,2147494668,2147494628,2,1,1
35609,2147494656,2147494660,1,0,0
35610,2147494660,2147494664,0,-1,0
35612,2147494668,2147494628,1,0,1
35613,2147494668,2147494628,2,1,1
35623,2147494656,2147494660,1,0,0
35624,2147494660,2147494664,0,-1,0
35626,2147494668,2147494628,1,0,1
35627,2147494668,2147494628,2,1,1
35637,2147494656,2147494660,1,0,0
35638,2147494660,2147494664,0,-1,0
35640,2147494668,2147494628,1,0,1
35641,2147494668,2147494628,2,1,1
35651,2147494656,2147494660,1,0,0
35652,2147494660,2147494664,0,-1,0
35654,2147494668,2147494628,1,0,1
35655,2147494668,2147494628,2,1,1
35665,2147494656,2147494660,1,0,0
35666,2147494660,2147494664,0,-1,0
35668,2147494668,2147494628,1,0,1
35669,2147494668,2147494628,2,1,1
35679,2147494656,2147494660,1,0,0
35680,2147494660,2147494664,0,-1,0
35682,2147494668,2147494628,1,0,1
35683,2147494668,2147494628,2,1,1
35693,2147494656,2147494660,1,0,0
35694,2147494660,2147494664,0,-1,0
35696,2147494668,2147494628,1,0,1
35697,2147494668,2147494628,2,1,1
35707,2147494656,2147494660,1,0,0
35708,2147494660,2147494664,0,-1,0
35710,2147494668,2147494628,1,0,1
35711,2147494668,2147494628,2,1,1
35721,2147494656,2147494660,1,0,0
35722,2147494660,2147494664,0,-1,0
35724,2147494668,2147494628,1,0,1
35725,2147494668,2147494628,2,1,1
35735,2147494656,2147494660,1,0,0
35736,2147494660,2147494664,0,-1,0
35738,2147494668,2147494628,1,0,1
35739,2147494668,2147494628,2,1,1
35749,2147494656,2147494660,1,0,0
35750,2147494660,2147494664,0,-1,0
35752,2147494668,2147494628,1,0,1
35753,2147494668,2147494628,2,1,1
35763,2147494656,2147494660,1,0,0
35764,2147494660,2147494664,0,-1,0
35766,2147494668,2147494628,1,0,1
35767,2147494668,2147494628,2,1,1
35777,2147494656,2147494660,1,0,0
35778,2147494660,2147494664,0,-1,0
35780,2147494668,2147494628,1,0,1
35781,2147494668,2147494628,2,1,1
35791,2147494656,2147494660,1,0,0
35792,2147494660,2147494664,0,-1,0
35794,2147494668,2147494628,1,0,1
